titel,kategori,url,augmented_combined_text
kulturmoedestudier,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/kulturmoedestudier,"kulturmoedestudier. humaniora. på udforsker du de dilemmaer, konflikter og muligheder, der opstår i det flerkulturelle og flersprogede samfund. i undervisningen vil du stifte bekendtskab med forskellige kulturbegreber og analystiske tilgange til kulturmøder og de sproglige aspekter heraf. du får mulighed for at arbejde med konkrete kulturmøder historisk eller aktuelt både i og uden for . en afsluttet giver adgang til at læse videre på en kandidat. der er jobmuligheder inden for integration, kultur og nyhedsformidling, internationalt udviklingsarbejde, kulturelt analysearbejde samt i undervisnings og ssektoren. undervisningen veksler mellem forelæsninger, problemorienteret projektarbejde og holdundervisning med studenteroplæg og diskussion. sprog kulturmødestudier dine konkrete muligheder afhænger af s sammensætning. : der findes ikke en samlet liste over mulige kandidatr. jobmuligheder som færdiguddannet vil du vil have jobmuligheder inden for fx: nyheds og kulturformidling undervisning organisations og personaleudvikling nogle får arbejde i private og offentlige virksomheder, hvor de arbejder med konfliktløsning. arbejdsområder administrativt arbejde organisation, udvikling og rådgivning du får mulighed for at arbejde med konkrete kulturmøder historisk eller aktuelt både i og uden for . jeg er fascineret af, hvordan kulturer mødes og påvirker hinanden især i en globaliseret verden med sproglige og sociale udfordringer. jeg vil gerne forstå kulturelle konflikter og integration, både historisk og i dag, og hvordan man kan skabe dialog. mit fokus er på flerkulturelle samfund og kommunikation, fx gennem medier, eller internationalt samarbejde. karrieremuligheder efter kulturmødestudier hvordan arbejder man med integration med en humaniora? kandidatr til kulturmødestudier kultur og integrationskonsulent international koordinator i en ngo"
kunst og teknologi,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/kunst-og-teknologi,"kunst og teknologi. humaniora. du arbejder både praktisk og teoretisk med interaktive kunstobjekter og installationer. er tværfaglig, så du får viden om både kunst, kreative processer og metoder. du får også tekniske kompetencer, så du kan bruge flere nye teknologier i det kunstneriske arbejde. efter kan du søge optagelse på en kandidat. du vil som færdiguddannet kunne søge arbejde inden for kunst, kultur og underholdningsindustrien. undervisningen veksler mellem projektarbejde, workshops og kurser. indeholder også en studietur. oplevelsesdesign interaktive digitale medier dine konkrete muligheder afhænger af s sammensætning. : der findes ikke en samlet liste over mulige kandidatr. jobmuligheder du vil have fremtidige jobmuligheder indenfor forskellige områder som fx: projektleder kunstformidler arbejdsområder journalistik, skribent og mediearbejde kunstarbejde kultur og museumsarbejde få mere at vide se oversigt over itr på universiteterne futurepeople. dk du får viden om både kunst, kreative processer og metoder. du får også tekniske kompetencer, så du kan bruge flere nye teknologier i det kunstneriske arbejde. jeg elsker at eksperimentere med teknologi og kunst, især når de mødes i interaktive installationer eller kreative projekter. min passion er at skabe visuelle og tekniske løsninger, der udfordrer traditionelle grænser mellem kunst og innovation. jeg brænder for at forstå, hvordan digitale værktøjer kan bruges til at forme kunstneriske udtryk og oplevelser. kunst og teknologi jobmuligheder hvad kan jeg blive med en i interaktiv kunst? kandidatr efter kunst og teknologi interaktionsdesigner kunstnerisk teknolog"
kunsthistorie,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/kunsthistorie,"kunsthistorie. humaniora. på kunsthistorie lærer du at analysere kunstværker, herunder klassisk og moderne kunst, arkitektur, skulpturer samt nye medier og visuel kultur. i løbet af tilegner du dig et bredt overblik over perioder og temaer i kunsthistorien, og du får viden om forskellige stilretninger og nationale forskelle, der er typiske for historiske epoker. efter kan du videreuddanne dig med en kandidat. du vil efterfølgende have jobmuligheder i såvel erhvervssektoren som i kunst og kulturinstitutioner. undervisningen veksler mellem forelæsninger, holdundervisning med studenteroplæg og diskussion, praktiske øvelser og mere selvstændigt projektarbejde, der ofte er gruppebaseret. ekskursioner til udstillinger og museer indgår i undervisningen. kunsthistorie moderne kultur visuel kultur æstetik og kultur dine konkrete muligheder afhænger af s sammensætning. : . jobmuligheder du vil som færdiguddannet have jobmuligheder inden for fx: kunst og kulturinstitutioner, fx på museer eller kulturcentre presse og forlagsbranchen administration, ledelse og analyse i den private sektor undervisningsområdet arbejdsområder kultur og museumsarbejde du får viden om forskellige stilretninger og nationale forskelle, der er typiske for historiske epoker. jeg er fascineret af, hvordan kunst og arkitektur reflekterer samfund og historie, og vil gerne analysere værker fra forskellige epoker. jeg brænder for visuel kultur og ønsker at forstå, hvordan kunstformer som skulptur og digitale medier skaber mening. min interesse for museer og kulturarv får mig til at overveje en karriere, hvor jeg kan arbejde med kunstformidling eller kuratering. hvad kan jeg blive med en kandidat i kunsthistorie? kunsthistorie jobmuligheder hvordan analyserer man et kunstværk? metoder og teori museumskonsulent planlægning af udstillinger, formidling kulturjournalist skrivning om kunst og kultur til medier"
litteraturvidenskab,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/litteraturvidenskab,"litteraturvidenskab. humaniora. på litteraturvidenskab og litteraturhistorie læser du klassiske værker på tværs af genrer, kulturer og historiske perioder. du får kendskab til de forskellige strømninger og genrer i litteratur og kulturhistorien fra antikken til i dag. du får viden om litteraturteori samt færdigheder i at analysere og fortolke litterære tekster. du arbejder med litteraturformidling og lærer om litteraturens rolle i samfundet. international og tværnational litteratur er en del af . litteraturvidenskab : der findes ikke en samlet liste over mulige kandidatr. jobmuligheder giver dig fremtidige jobmuligheder inden for undervisning på fx højskoler og universiteter og inden for intern og ekstern kommunikation i offentlige og private virksomheder. du vil også kunne arbejde som kulturformidler eller konsulent på forlag, biblioteker, i medierne og i kulturinstitutioner. inden for formidling vil du have jobmuligheder som fx webredaktør eller tekstforfatter. arbejdsområder undervisning på gymnasier, seminarier, højskoler mv. redaktionsarbejde , journalistik, skribent og mediearbejde du får kendskab til de forskellige strømninger og genrer i litteratur og kulturhistorien fra antikken til i dag. du får viden om litteraturteori samt færdigheder i at analysere og fortolke litterære tekster. du arbejder med litteraturformidling og lærer om litteraturens rolle i samfundet. jeg elsker at analysere tekster og diskutere litteraturens betydning i historisk og kulturel kontekst. min passion for klassiske og moderne værker på tværs af genrer får mig til at overveje litteraturvidenskab. jeg er fascineret af, hvordan litteratur kan forme samfund og identitet, og vil gerne fordybe mig i teori og fortolkning. hvad kan man blive med en kandidat i litteraturvidenskab? litteraturvidenskab vs. mediefag sammenligning karrieremuligheder for litteraturvidenskabelige studerende i kulturformidler fx på bibliotek eller museum webredaktørindholdsproducent i medie eller forlagsbranchen"
medievidenskab,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/medievidenskab,"medievidenskab. humaniora. du undersøger blandt andet, hvordan medier er med til at forme samfund og kultur både i dag og førhen. du lærer om det enkelte medies forhold til strategiske, juridiske, økonomiske og produktionsmæssige vilkår i mediebranchen, og du arbejder teoretisk med både helt nye medier samt mere veletablerede medier og kommunikationsformer. som færdiguddannet vil du have jobmuligheder i bl. a. kommunikationsbranchen, produktionsbranchen inden for film og tv, reklamebranchen, forlagsbranchen eller i en itvirksomhed. undervisningen veksler mellem en blanding af teori, forelæsninger, holdundervisning, øvelser og gruppearbejde. medievidenskab : . jobmuligheder som færdiguddannet vil du bl. a. have jobmuligheder inden for produktion af film og tv, itbranchen, reklamebranchen og i virksomheder i forlagsbranchen, herunder multimedier. kan også give mulighed for ansættelse i virksomheder inden for medier og kommunikation, men på et lavere niveau. arbejdsområder medie, kultur, turisme, idræt og underholdning systemudvikling, programmering og design du lærer om det enkelte medies forhold til strategiske, juridiske, økonomiske og produktionsmæssige vilkår i mediebranchen, og du arbejder teoretisk med både helt nye medier samt mere veletablerede medier og kommunikationsformer. 1. formulering af interesser: jeg er fascineret af, hvordan medier påvirker samfundet og kultur, og vil gerne forstå den bagvedliggende teori og praksis. jeg brænder for at analysere og skabe indhold til både traditionelle og digitale medier, herunder film, sociale medier og kommunikation. jeg vil gerne arbejde med den kreative og strategiske side af mediebranchen, fra idé til produktion og distribution. 2. googlesøgninger: hvad kan jeg blive med en kandidat i medievidenskab? karrieremuligheder inden for filmproduktion og medieanalyse hvilke fag kombineres med medievidenskab for at arbejde i reklamebranchen? 3. jobtitler: mediekonsulent inden for kommunikation eller strategi content producer i tv, film eller digitale medier"
musikterapi,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/musikterapi,"musikterapi. humaniora. på lærer du at bruge musik til at forbedre hverdagen for mennesker med særlige behov, handicaps eller lidelser. du lærer at skabe oplevelser med musik for at imødekomme behov for f. eks. tryghed, lindring, aktivitet og meningsfuldt samvær. det kan både være hos enkeltpersoner eller grupper af mennesker. som færdiguddannet kandidat i musikterapi kan du bl. a. få job på specialinstitutioner, familiecentre, plejehjem, hospitaler, hospices, rehabiliteringscentre og i psykiatrien. undervisningen veksler mellem holdundervisning, seminarer, praktikophold og problemorienteret projektarbejde i grupper. musikterapi en i musikterapi kvalificerer dig til undervisning og rådgivningsarbejde samt sundhedsfremmende og forebyggende aktiviteter. jobmuligheder fortsætter du på kandidat i musikterapi giver det dig jobmuligheder som behandler i forhold til en bred vifte af problemstillinger og klientgrupper. arbejdsområder terapeutisk arbejde du lærer at skabe oplevelser med musik for at imødekomme behov for f. eks. tryghed, lindring, aktivitet og meningsfuldt samvær. jeg brænder for at bruge musik som redskab til at støtte menneskers trivsel og udvikling, især i sårbare situationer. min passion ligger i at skabe meningsfulde musikalske oplevelser, der kan give tryghed og fremme samvær. jeg er fascineret af, hvordan musik kan bruges terapeutisk til at hjælpe mennesker med fysiske eller psykiske udfordringer. hvad laver en musikterapeut i praksis? musikterapi jobmuligheder erfaringer fra praktik på musikterapi musikterapeut i psykiatrien sundhedsfremmende rådgiver med musik som redskab"
musikvidenskab,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/musikvidenskab,"musikvidenskab. humaniora. musikvidenskab er en bred musik, hvor du gennem teoretiske studier og praktisk musikudøvelse fordyber dig i musikkens verden. på studerer du alle former for musik og musikkulturer og arbejder med musikkens almene begreber og terminologier, fx harmonik, akustik og notation. efter kan du fortsætte på en kandidat. du finder jobmuligheder inden for bl. a. musik og kulturlivet, formidling, kommunikation og undervisning. undervisningen veksler mellem forelæsninger, holdundervisning med studenteroplæg og diskussion og mere selvstændigt projektarbejde. der arbejdes også i samspilsgrupper med praktisk musikudøvelse. musikvidenskab kultur og kulturformidling visuel kultur : . jobmuligheder du vil have jobmuligheder inden for bl. a. musik og kulturlivet, formidling, kommunikation og undervisning. musik er et gymnasie og hffag. kombinerer du faget med et andet gymnasiefag, kan du siden søge pædagogikum og få undervisningskompetence til gymnasiet. 1. formulering af interesser: jeg elsker at analysere musikstykker og undersøge, hvordan musik påvirker kultur og samfund. min passion for at spille og komponere musik går hånd i hånd med en teoretisk nysgerrighed efter at forstå musikhistorie og teori. jeg drømmer om at arbejde med musikformidling, enten som underviser eller i kulturlivet. 2. googlesøgninger: musikvidenskab jobmuligheder hvad kan man blive med en kandidat i musikvidenskab? praktisk musikudøvelse i musikvidenskabsstudiet 3. jobtitler: musikformidler fx i museer, festivaler eller medier gymnasielærer i musik efter pædagogikum og fagkombination"
oldtidskundskab,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/oldtidskundskab,"oldtidskundskab. humaniora. giver dig indblik i oldtidens middelhavskulturer og deres betydning for nutiden. oldtidskundskab giver dig en grundig indføring i fagene arkæologi, græsk sprog, historie og litteratur. du studerer den græske og romerske oldtidskultur gennem de tekster, monumenter og andre levn, den har efterladt. du ser også på, hvordan den klassiske tradition stadig er til stede i nutidens arkitektur, litteratur, retorik, filosofi, i teatret og på film. du vil efterfølgende have mulighed for at arbejde som underviser i gymnasiet, med kulturformidling eller med turisme. undervisningen veksler mellem forelæsninger, individuel vejledning og holdundervisning med studenteroplæg og diskussion. propædeutik hvis du ikke har bestået græsk a, skal du følge begynderundervisning i sproget på 1. , 2. og 3. semester og bestå en prøve propædeutisk undervisning. læs mere i ugartiklen propædeutisk undervisning . oldtidskundskab : . jobmuligheder du vil som færdiguddannet kandidat have jobmuligheder inden for bl. a. kommunikation og kulturformidling, folkeoplysning, undervisning og administration. job inden for undervising oldtidskundskab er et gymnasie og hffag. kombinerer du faget med et andet gymnasiefag, kan du ved ansættelse i gymnasiet søge pædagogikum og få undervisningskompetence. arbejdsområder undervisning på gymnasier, seminarier, højskoler mv. kultur og museumsarbejde jeg brænder for klassiske kulturer og deres indflydelse på moderne samfund især græsk mytologi og romersk arkitektur. jeg er fascineret af arkæologi og oldtidstekster, og hvordan de kan bruges til at forstå nutidens kultur. jeg vil gerne arbejde med at formidle historisk viden, enten som underviser eller i museer. hvad kan jeg blive med en i oldtidskundskab? græsk sprog og kultur universitetsr jobmuligheder inden for klassisk arkæologi og formidling gymnasielærer i oldtidskundskab museumsformidler eller kulturkoordinator"
performance design,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/performance-design,"performance design. humaniora. du lærer at iscenesætte fx events, festivaler, udstillinger og installationer og får viden om, hvordan de kan anvendes i en æstetisk og kommunikativ sammenhæng. du lærer at analysere, udvikle og lede events, festivaler, udstillinger og konferencer. du studerer teori og praksis inden for bl. a. performance, lys og lyddesign og kreative processer. du lærer desuden om forskellige deltagelsesformer og inddragelse af publikum. en afsluttet giver dig adgang til at læse videre på en kandidat. som færdiguddannet vil du kunne arbejde med koncept og eventudvikling, fx som projektleder eller eventkoordinator i de kreative erhverv. undervisningen veksler mellem projektarbejde og undervisning i hold af forskellig størrelse. : . jobmuligheder sigter mod beskæftigelse i stillinger med en kombination af ledelse, formidling og kreativ udvikling. det kan være som eventkoordinator, kunstnerisk leder eller kulturmedarbejder på festivaler, i musikhuse eller ved kommunale kulturprojekter. det kan også være i medie og turistvirksomheder. arbejdsområder administrativt arbejde kultur og museumsarbejde du lærer at iscenesætte fx events, festivaler, udstillinger og installationer og får viden om, hvordan de kan anvendes i en æstetisk og kommunikativ sammenhæng. du lærer at analysere, udvikle og lede events, festivaler, udstillinger og konferencer. du lærer desuden om forskellige deltagelsesformer og inddragelse af publikum. 1. formulering af interesser: jeg brænder for at skabe visuelle og interaktive oplevelser gennem events og kunstinstallationer. min passion ligger i at analysere og designe kulturelle begivenheder, der engagerer publikum. jeg er fascineret af den kreative proces bag festivaler og udstillinger, især med fokus på lys og lyddesign. 2. googlesøgninger: hvad kan man blive med en performance design? eventkoordinator jobmuligheder kreativ branche kandidatr efter performance design 3. jobtitler: kunstnerisk leder f. eks. for en festival eller kulturinstitution eventprojektleder i en medie eller turistvirksomhed"
paedagogik,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/paedagogik,"paedagogik. humaniora. pædagogik handler om teoretiske og praktiske aspekter af pædagogiske temaer inden for opdragelse, læring, undervisning og . faget beskæftiger sig både med det børne, unge og voksenpædagogiske område, med det enkelte menneske og med samfundet som helhed. du undervises i pædagogiske teorier og metoder samt i pædagogiskdidaktiske, psykologiske og sociologiske teorier og metoder af relevans for pædagogikken. efter kan du fortsætte på en kandidat. du vil som færdiguddannet have jobmuligheder inden for bl. a. udvikling af og undervisning samt personale og organisationsudvikling. undervisningen veksler mellem forelæsninger, holdundervisning med studenteroplæg og diskussion og mere selvstændigt projektarbejde i grupper. pædagogik sprogpsykologi it and cognition : . jobmuligheder når du er færdiguddannet, vil du især have jobmuligheder inden for splanlægning og kompetenceudvikling, evaluering og dokumentation og personale og organisationsudvikling. du vil også kunne arbejde inden for undervisningsområdet. arbejdsområder undervisning og vejledning 1. formulering af interesser: jeg er passioneret omkring, hvordan mennesker lærer, og hvordan ssystemer kan forbedres. jeg vil gerne arbejde med at udvikle pædagogiske metoder, der støtter både børn og voksne i læringsprocessen. min interesse ligger i at analysere og forme undervisning, der tilpasser sig enkeltpersoners og samfundets behov. 2. googlesøgninger: karrieremuligheder med en kandidat i pædagogik pædagogiske teorier og praktisk anvendelse hvad laver en splanlægger? 3. jobtitler: skonsulent arbejder med kompetenceudvikling og kursusdesign pædagogisk koordinator ansvarlig for undervisningskvalitet og læringsmetoder."
religionsvidenskab,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/religionsvidenskab,"religionsvidenskab. humaniora. på undersøger du verdens forskellige religioner og deres udvikling gennem tiden. du lærer også om religionernes aktuelle betydning. i undervisningen læser du forskellige udtryk for religiøse verdner og ser på, hvilken betydning religion har for mennesker i dag, samt den rolle, religion spiller i kulturmøder og i skabelsen af nationale og etniske identiteter. som færdiguddannet vil du have jobmuligheder inden for undervisning, offentlig administration, personaleudvikling og kommunikation og formidling. undervisningen veksler mellem forelæsninger, holdundervisning, kurser og mere selvstændigt projektarbejde, der ofte foregår i grupper. propædeutik på får du sprogundervisning propædeutik i et selvvalgt originalsprog, eksempelvis latin, norrønt, græsk, arabisk, sanskrit, hindi eller tyrkisk. sprogundervisningen foregår som regel på første eller andet år af . propædeutisk undervisning religionsvidenskab tværkulturelle studier it og kognition : . jobmuligheder kan efterfølgende give dig jobmuligheder inden for bl. a. undervisning, offentlig administration, personaleudvikling og kommunikation og formidling. der er også mulighed for at arbejde med projektledelse i fx ngoer. pædagogikum religion er et gymnasie og hffag. kombinerer du faget med et andet gymnasiefag, kan du efterfølgende søge pædagogikum og få undervisningskompetence til gymnasiet. pædagogikum ved de gymnasiale r arbejdsområder undervisning på gymnasier, seminarier, højskoler mv. administrativt arbejde du lærer også om religionernes aktuelle betydning. jeg er fascineret af, hvordan religion påvirker kultur, politik og identitet især i en globaliseret verden. jeg vil gerne forstå historiske og nutidige religiøse bevægelser og deres rolle i samfundet. jeg brænder for at analysere tekster og traditioner fra forskellige religioner og deres betydning i dag. karrieremuligheder med en kandidat i religionsvidenskab hvordan kombineres religionsvidenskab med kommunikation? propædeutisk sprogundervisning i arabisk og jobmuligheder religionskonsulent i offentlig administration eller ngo underviser i religionshistorie gymnasium eller højskole"
retorik,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/retorik,"retorik. humaniora. retorik handler om, hvad god tale og skrift teoretisk er, og hvordan man i praksis taler og skriver godt. giver dig redskaber til at lære dette. hovedparten af de tekster, du arbejder med i retorik, er argumenterende i deres form. det vil sige, at de er skrevet for at påvirke eller overbevise modtagerne om et synspunkt, en holdning eller fakta om et bestemt emne. dine jobmuligheder som færdiguddannet vil være inden for bl. a. kommunikation og undervisning. undervisningen veksler mellem forelæsninger, holdundervisning med studenteroplæg og diskussion, gruppearbejde og mere selvstændigt projektarbejde. du kommer selv til at udarbejde flere taler og artikler undervejs. retorik sprogpsykologi it and cognition : . jobmuligheder du vil have fremtidige jobmuligheder i virksomheder, i organisationer og i det offentlige i forbindelse med kommunikation og undervisning. pædagogikum retorik er et gymnasie og hffag. kombinerer du faget med et andet gymnasiefag, kan du efterfølgende søge pædagogikum og få undervisningskompetence til gymnasiet. pædagogikum ved de gymnasiale r arbejdsområder undervisning på gymnasier, seminarier, højskoler mv. kommunikation og erhvervssprogligt arbejde du arbejder med i retorik, er argumenterende i deres form. 1. formulering af interesser: jeg er passioneret for at analysere og skabe overbevisende argumenter i både tale og skrift. jeg interesserer mig for, hvordan sprog kan forme holdninger og bruges strategisk i kommunikation. jeg vil gerne forstå og mestre teknikker til effektiv formidling, fx i debatter eller undervisning. 2. googlesøgninger: hvad kan jeg blive med en kandidat i retorik? karrieremuligheder inden for kommunikation og retorik pædagogikum og retorik hvordan bliver man gymnasielærer? 3. jobtitler: kommunikationskonsulent i virksomhederoffentlige institutioner gymnasielærer i retorik efter pædagogikum"
sprog og internationale studier engelsk,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/sprog-og-internationale-studier-engelsk,"sprog og internationale studier engelsk. humaniora. på får du en bred viden inden for international politik og kultur, ligesom du får engelskkompetencer på et højt niveau. du lærer om international politik og konflikter, interkulturelle forhold, menneskerettigheder og engelsk sprog. du beskæftiger dig med problemstillinger inden for internationale forhold og interkulturel forståelse. udlandsophold du har mulighed for at tage et semester i udlandet i løbet af . culture, communication and globalization international relations tourism efter en relevant kandidat kan du arbejde med analyse, projektledelse og rådgivning inden for internationale politiske, kulturelle og sociale forhold samt udviklings og strategiarbejde. jobmuligheder som færdiguddannet har du jobmuligheder i bl. a. diplomatiet, internationale organisationer og virksomheder, i ngoer, humanitære organisationer, staten, kommuner og regioner eller i eu. arbejdsområder administrativt arbejde organisation, udvikling og rådgivning du får engelskkompetencer på et højt niveau. du lærer om international politik og konflikter, interkulturelle forhold, menneskerettigheder og engelsk sprog. 1. formulering af interesser: jeg brænder for international politik og vil gerne forstå kulturelle forskelle og konflikter på globalt plan. jeg elsker at arbejde med engelsk på højt niveau og interesserer mig for menneskerettigheder og global udvikling. jeg vil gerne analysere og bidrage til løsninger på internationale udfordringer, fx gennem ngoarbejde eller diplomati. 2. googlesøgninger: hvad kan jeg blive med en sprog og internationale studier? jobmuligheder efter engelsk og international relations erfaringer med semester i udlandet under humanistisk 3. jobtitler: international koordinator i en ngo eller kulturorganisation. politisk analytiker med fokus på globale spørgsmål."
teater og performancestudier,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/teater-og-performancestudier,"teater og performancestudier. humaniora. på teater og performancestudier arbejder du teoretisk med teater og andre typer af kultur, der har karakter af performance. undervisningen veksler mellem forelæsninger, holdundervisning med studenteroplæg og diskussion og mere selvstændigt projektarbejde, som ofte er gruppebaseret. teater og performancestudier moderne kultur visuel kultur og formidling : der findes ikke en samlet liste over mulige kandidatr. jobmuligheder giver mulighed for job i teaterbranchen eller inden for kulturformidling og kommunikation, når du er færdiguddannet. arbejdsområder undervisning og vejledning kulturområdet 1. formulering af interesser: jeg er passioneret omkring scenekunst og teater, både praktisk og teoretisk, og vil gerne analysere performative udtryk i kultur. min interesse for visuel kultur og fortælleteknikker får mig til at overveje en , der kombinerer teori og kreativt arbejde. jeg vil gerne forstå, hvordan performance bruges som kommunikation i samfundet, fra teater til moderne medier. 2. googlesøgninger: hvad kan man blive med en i teater og performancestudier? karrieremuligheder inden for kulturformidling og teater teori vs. praksis i performancestudier universiteter 3. jobtitler: kulturformidler fx på teater, museum eller festivaler dramaturg eller projektkoordinator inden for scenekunst eller sinstitutioner"
aestetik og kultur,Humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/aestetik-og-kultur,"aestetik og kultur. humaniora. æstetik og kultur er en tværfaglig humanistisk , der beskæftiger sig med det moderne samfunds kunst og kultur i bred forstand. du lærer at analysere værker og fænomener inden for de enkelte kunstarter og kombinationer af disse i fx film, samtidskunst, performance og installation. den videnskabelige baggrund for dine analyser får du gennem studier af kunstteori, kulturteori og kulturpolitik. efter kan du fortsætte med en kandidat. som færdiguddannet vil du bl. a. kunne arbejde som kulturformidler, projektkoordinator, informationsmedarbejder, underviser eller forsker. det kan være inden for både virksomheder, kommuner, s eller kulturinstitutioner. undervisningen veksler mellem holdundervisning med forelæsninger, studenteroplæg og diskussion, en slags laboratoriearbejde med øvelser og workshops, samt mere selvstændigt projektarbejde, der ofte foregår i grupper. æstetik og kultur : . jobmuligheder du vil have fremtidige jobmuligheder inden for kunst og kultur, museumsverdenen eller med undervisning og formidling. det kan være inden for både private virksomheder og i det offentlige, fx kommuner, s eller kulturinstitutioner. arbejdsområder administrativt arbejde kultur og museumsarbejde du lærer at analysere værker og fænomener inden for de enkelte kunstarter og kombinationer af disse i fx film, samtidskunst, performance og installation. 1. formulering af interesser: jeg er passioneret omkring at analysere og diskutere kunst og kultur, især samtidskunst og tværfaglige udtryk som performance eller film. min interesse for kulturpolitik og formidling af kunst gør mig nysgerrig på, hvordan æstetiske værker skaber mening i samfundet. jeg elsker at udforske kreative processer og teoretiske perspektiver bag kunstinstallationer og kulturelle fænomener. 2. googlesøgninger: karrieremuligheder med i æstetik og kultur hvordan bliver man kulturformidler eller museumsmedarbejder? kandidatr efter æstetik og kultur 3. jobtitler: kulturformidler projektkoordinator i kultursektoren"
amerikanske studier,Sprog,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/amerikanske-studier,"amerikanske studier. sprog. er engelsksproget og handler om amerikansk indenrigs og udenrigspolitisk historie, litteratur og medier. giver dig indsigt i det politiske systems opbygning, og du lærer om, hvordan erhvervslivet er indrettet i usa. i løbet af vil du også blive trænet i skriftlig og mundtlig kommunikation på engelsk. med i amerikanske studier kan du søge videre på en kandidat. som færdiguddannet vil du kunne arbejde i virksomheder, der beskæftiger sig med usa politisk, økonomisk eller kulturelt. undervisningen veksler mellem holdundervisning, forelæsninger, gruppe og projektarbejde. . udlandsophold : . jobmuligheder som færdiguddannet vil du have jobmuligheder i private og offentlige virksomheder, der beskæftiger sig med usa politisk, økonomisk eller kulturelt. arbejdsområder administrativt arbejde kommunikation og erhvervssprogligt arbejde du lærer om, hvordan erhvervslivet er indrettet i usa. 1. formulering af interesser: jeg er passioneret omkring amerikansk kultur og politik og vil gerne forstå, hvordan usa har formet den globale økonomi. jeg brænder for engelsk sprog og kommunikation og vil analysere amerikanske mediers rolle i samfundet. jeg er nysgerrig på amerikansk historie og økonomi og vil undersøge, hvordan virksomheder fungerer i usa. 2. googlesøgninger: karrieremuligheder efter amerikanske studier hvilke kandidatr kan jeg tage efter amerikanske studier? job i danske virksomheder med usafokus 3. jobtitler: international relations coordinator i en virksomhed med usasamarbejde communication consultant med speciale i amerikansk erhvervssprog og kultur"
